
Nombre Apellido Departamento Salario
RA�L BAENA Gestion_Humana 5821275
EMANUEL NARANJO Marketing 6653662
EMANUEL SANTA Gestion_Humana 3406875
EMANUEL GONZALEZ Marketing 4809097
EMANUEL CUADROS Marketing 6945801
EMANUEL MONCADA Marketing 3519313
EMANUEL SUESCUN Finanzas 6461879
EMANUEL RAMIREZ Gestion_Humana 1865643
EMANUEL NOVA Tecnologia 3881123
EMANUEL MEJ�A Marketing 6227322
EMANUEL DUQUE Tecnologia 6974594
EMANUEL HIGUITA Gestion_operaciones 1927872
EMANUEL MOLANO Gestion_operaciones 3903437
EMANUEL AGUIRRE Finanzas 6796664
EMANUEL PE�A Finanzas 6181688
EMANUEL WILCHES Finanzas 2295930
EMANUEL PEREZ Marketing 2124090
EMANUEL GUERRA Gestion_operaciones 4607577
EMANUEL PEREZ Gestion_Humana 6222529
EMANUEL BETANCUR Gestion_Humana 2539992
EMANUEL BETANCUR Finanzas 6735848
EMANUEL SALAZAR Tecnologia 6707445
EMANUEL RODRIGUEZ Gestion_Humana 6560921
EMANUEL CARANGUAY Gestion_Humana 4235890
EMANUEL CASTRO Marketing 3039515
EMANUEL TOBAR Marketing 6568644
EMANUEL HURTADO Gestion_operaciones 5942204
EMANUEL ALVAREZ Gestion_operaciones 2980609
EMANUEL MARULANDA Gestion_Humana 1729720
EMANUEL VANEGAS Finanzas 6449263
EMANUEL VIRGUEZ Gestion_operaciones 3958274
EMANUEL GONZALEZ Finanzas 4907120
EMANUEL MARRUGO Finanzas 3106103
EMANUEL GALVIS Tecnologia 1404952
EMANUEL PORTILLA Marketing 3410527
EMANUEL GOMEZ Finanzas 6338350
EMANUEL RENDON Gestion_Humana 4748117
EMANUEL BOLA�OS Tecnologia 6914960
EMANUEL GALLARDO Tecnologia 6330401
EMANUEL ARRIETA Marketing 1921602
EMANUEL VEGA Marketing 4742120
EMANUEL CONGIU Tecnologia 4068541
EMANUEL BAENA Gestion_Humana 4759261
GEORGE NARANJO Tecnologia 4979471
GEORGE SANTA Gestion_Humana 2573885
GEORGE GONZALEZ Gestion_Humana 2630389
GEORGE CUADROS Finanzas 1663159
GEORGE MONCADA Tecnologia 6801709
GEORGE SUESCUN Gestion_Humana 6497061
GEORGE RAMIREZ Gestion_Humana 5392429
GEORGE NOVA Finanzas 1482930
GEORGE MEJ�A Finanzas 3402277
GEORGE DUQUE Finanzas 6727966
GEORGE HIGUITA Tecnologia 6098262
GEORGE MOLANO Gestion_Humana 3638478
GEORGE AGUIRRE Marketing 3995392
GEORGE PE�A Finanzas 1661608
GEORGE WILCHES Marketing 4071150
GEORGE PEREZ Gestion_operaciones 3029594
GEORGE GUERRA Tecnologia 2685421
GEORGE PEREZ Finanzas 4516421
GEORGE BETANCUR Tecnologia 5850977
GEORGE BETANCUR Marketing 2676555
GEORGE SALAZAR Tecnologia 3870307
GEORGE RODRIGUEZ Tecnologia 3592478
GEORGE CARANGUAY Tecnologia 3770061
GEORGE CASTRO Finanzas 4260741
GEORGE TOBAR Gestion_Humana 6872092
GEORGE HURTADO Marketing 5586102
GEORGE ALVAREZ Gestion_Humana 4342899
GEORGE MARULANDA Gestion_Humana 4465238
GEORGE VANEGAS Gestion_operaciones 2879558
GEORGE VIRGUEZ Tecnologia 6865557
GEORGE GONZALEZ Gestion_operaciones 4165358
GEORGE MARRUGO Finanzas 1273648
GEORGE GALVIS Gestion_operaciones 4400648
GEORGE PORTILLA Gestion_Humana 2876598
GEORGE GOMEZ Finanzas 5908788
GEORGE RENDON Marketing 2966593
GEORGE BOLA�OS Finanzas 4762646
GEORGE GALLARDO Finanzas 1628750
GEORGE ARRIETA Tecnologia 2600841
GEORGE VEGA Marketing 5779350
GEORGE CONGIU Finanzas 6451318
GEORGE BAENA Tecnologia 5635925
JHONY NARANJO Gestion_operaciones 1717599
JHONY SANTA Finanzas 4825762
JHONY GONZALEZ Gestion_Humana 6271813
JHONY CUADROS Finanzas 1864397
JHONY MONCADA Marketing 6657554
JHONY SUESCUN Finanzas 3537418
JHONY RAMIREZ Gestion_Humana 2146778
JHONY NOVA Tecnologia 3119851
JHONY MEJ�A Marketing 6248865
JHONY DUQUE Tecnologia 6738379
JHONY HIGUITA Gestion_operaciones 6317295
JHONY MOLANO Tecnologia 4127950
JHONY AGUIRRE Finanzas 5448736
JHONY PE�A Finanzas 4537362
JHONY WILCHES Gestion_operaciones 6888512
JHONY PEREZ Marketing 2940409
JHONY GUERRA Gestion_operaciones 5691987
JHONY PEREZ Gestion_operaciones 5963408
JHONY BETANCUR Finanzas 1992360
JHONY BETANCUR Marketing 3214946
JHONY SALAZAR Gestion_Humana 4964096
JHONY RODRIGUEZ Marketing 3146564
JHONY CARANGUAY Tecnologia 6506603
JHONY CASTRO Finanzas 5411668
JHONY TOBAR Gestion_operaciones 5714039
JHONY HURTADO Gestion_operaciones 2433580
JHONY ALVAREZ Tecnologia 4054536
JHONY MARULANDA Finanzas 6002288
JHONY VANEGAS Gestion_operaciones 4800788
JHONY VIRGUEZ Gestion_operaciones 5624179
JHONY GONZALEZ Gestion_operaciones 2504815
JHONY MARRUGO Gestion_Humana 2152389
JHONY GALVIS Marketing 3778649
JHONY PORTILLA Finanzas 6570544
JHONY GOMEZ Gestion_operaciones 4621416
JHONY RENDON Gestion_Humana 6695053
JHONY BOLA�OS Gestion_Humana 2834405
JHONY GALLARDO Finanzas 5319827
JHONY ARRIETA Finanzas 1333316
JHONY VEGA Gestion_operaciones 1250927
JHONY CONGIU Gestion_operaciones 2224693
JHONY BAENA Marketing 1977765
SEBASTIAN NARANJO Gestion_operaciones 6813045
SEBASTIAN SANTA Finanzas 3568334
SEBASTIAN GONZALEZ Gestion_Humana 3712002
SEBASTIAN CUADROS Marketing 5814746
SEBASTIAN MONCADA Finanzas 2218033
SEBASTIAN SUESCUN Tecnologia 2496635
SEBASTIAN RAMIREZ Tecnologia 1776790
SEBASTIAN NOVA Tecnologia 6289256
SEBASTIAN MEJ�A Gestion_Humana 4607656
SEBASTIAN DUQUE Gestion_operaciones 4752696
SEBASTIAN HIGUITA Gestion_operaciones 1278451
SEBASTIAN MOLANO Gestion_Humana 6833853
SEBASTIAN AGUIRRE Gestion_operaciones 3757988
SEBASTIAN PE�A Gestion_Humana 2660853
SEBASTIAN WILCHES Tecnologia 1725885
SEBASTIAN PEREZ Gestion_operaciones 5570603
SEBASTIAN GUERRA Marketing 6449066
SEBASTIAN PEREZ Marketing 6536890
SEBASTIAN BETANCUR Gestion_Humana 5904809
SEBASTIAN BETANCUR Finanzas 2397579
SEBASTIAN SALAZAR Marketing 2545376
SEBASTIAN RODRIGUEZ Gestion_Humana 5651388
SEBASTIAN CARANGUAY Tecnologia 6901699
SEBASTIAN CASTRO Gestion_operaciones 6728382
SEBASTIAN TOBAR Marketing 5046844
SEBASTIAN HURTADO Finanzas 4709833
SEBASTIAN ALVAREZ Gestion_operaciones 3038415
SEBASTIAN MARULANDA Finanzas 4386391
SEBASTIAN VANEGAS Gestion_operaciones 1316722
SEBASTIAN VIRGUEZ Marketing 4465929
SEBASTIAN GONZALEZ Finanzas 3510214
SEBASTIAN MARRUGO Gestion_operaciones 1451086
SEBASTIAN GALVIS Gestion_operaciones 5116177
SEBASTIAN PORTILLA Marketing 2136927
SEBASTIAN GOMEZ Marketing 5080181
SEBASTIAN RENDON Gestion_operaciones 1883481
SEBASTIAN BOLA�OS Finanzas 4591491
SEBASTIAN GALLARDO Gestion_Humana 4222677
SEBASTIAN ARRIETA Gestion_Humana 5482547
SEBASTIAN VEGA Marketing 5075146
SEBASTIAN CONGIU Finanzas 5245366
SEBASTIAN BAENA Tecnologia 2018039
JUAN NARANJO Gestion_operaciones 1959343
JUAN SANTA Marketing 1687388
JUAN GONZALEZ Gestion_Humana 4086989
JUAN CUADROS Tecnologia 5799487
JUAN MONCADA Tecnologia 2774358
JUAN SUESCUN Gestion_operaciones 6655251
JUAN RAMIREZ Gestion_operaciones 5106365
JUAN NOVA Gestion_Humana 3677912
JUAN MEJ�A Gestion_operaciones 1601790
JUAN DUQUE Finanzas 6098493
JUAN HIGUITA Gestion_Humana 6885645
JUAN MOLANO Gestion_operaciones 3430019
JUAN AGUIRRE Tecnologia 6365510
JUAN PE�A Finanzas 2599963
JUAN WILCHES Finanzas 4805669
JUAN PEREZ Gestion_operaciones 2439417
JUAN GUERRA Gestion_Humana 3378080
JUAN PEREZ Gestion_Humana 6857156
JUAN BETANCUR Gestion_Humana 2627225
JUAN BETANCUR Finanzas 5016534
JUAN SALAZAR Marketing 6940739
JUAN RODRIGUEZ Gestion_Humana 2571146
JUAN CARANGUAY Gestion_Humana 6586624
JUAN CASTRO Finanzas 5804137
JUAN TOBAR Gestion_Humana 3501931
JUAN HURTADO Gestion_Humana 3636793
JUAN ALVAREZ Gestion_Humana 6339415
JUAN MARULANDA Finanzas 6041440
JUAN VANEGAS Gestion_operaciones 5449971
JUAN VIRGUEZ Gestion_Humana 4972473
JUAN GONZALEZ Finanzas 6985634
JUAN MARRUGO Gestion_Humana 6149219
JUAN GALVIS Finanzas 5496789
JUAN PORTILLA Tecnologia 4127660
JUAN GOMEZ Finanzas 6670959
JUAN RENDON Gestion_operaciones 2147658
JUAN BOLA�OS Marketing 5632863
JUAN GALLARDO Gestion_Humana 4371694
JUAN ARRIETA Gestion_operaciones 4633878
JUAN VEGA Tecnologia 2786817
JUAN CONGIU Finanzas 6225470
JUAN BAENA Finanzas 4425536
ALEJANDRO NARANJO Finanzas 3628853
ALEJANDRO SANTA Gestion_Humana 2853627
ALEJANDRO GONZALEZ Gestion_operaciones 6645310
ALEJANDRO CUADROS Marketing 3032757
ALEJANDRO MONCADA Finanzas 1826451
ALEJANDRO SUESCUN Finanzas 2123658
ALEJANDRO RAMIREZ Marketing 4839931
ALEJANDRO NOVA Gestion_operaciones 1726184
ALEJANDRO MEJ�A Finanzas 4298068
ALEJANDRO DUQUE Marketing 6654156
ALEJANDRO HIGUITA Tecnologia 5334691
ALEJANDRO MOLANO Finanzas 4105949
ALEJANDRO AGUIRRE Finanzas 4547906
ALEJANDRO PE�A Gestion_operaciones 4825241
ALEJANDRO WILCHES Finanzas 1687258
ALEJANDRO PEREZ Gestion_operaciones 3025924
ALEJANDRO GUERRA Tecnologia 6180062
ALEJANDRO PEREZ Gestion_Humana 6142691
ALEJANDRO BETANCUR Marketing 2514966
ALEJANDRO BETANCUR Gestion_operaciones 6803555
ALEJANDRO SALAZAR Gestion_Humana 2910521
ALEJANDRO RODRIGUEZ Gestion_operaciones 3659953
ALEJANDRO CARANGUAY Tecnologia 1959376
ALEJANDRO CASTRO Finanzas 1554529
ALEJANDRO TOBAR Tecnologia 3493660
ALEJANDRO HURTADO Finanzas 6606926
ALEJANDRO ALVAREZ Gestion_operaciones 5079353
ALEJANDRO MARULANDA Marketing 1550349
ALEJANDRO VANEGAS Finanzas 5110595
ALEJANDRO VIRGUEZ Gestion_Humana 6521350
ALEJANDRO GONZALEZ Finanzas 1547535
ALEJANDRO MARRUGO Tecnologia 2406061
ALEJANDRO GALVIS Gestion_Humana 6642598
ALEJANDRO PORTILLA Tecnologia 1979607
ALEJANDRO GOMEZ Gestion_Humana 2484786
ALEJANDRO RENDON Gestion_operaciones 4469542
ALEJANDRO BOLA�OS Gestion_operaciones 3494320
ALEJANDRO GALLARDO Finanzas 2812549
ALEJANDRO ARRIETA Finanzas 3424242
ALEJANDRO VEGA Finanzas 3674551
ALEJANDRO CONGIU Tecnologia 3474139
ALEJANDRO BAENA Tecnologia 4377080
JUAN NARANJO Tecnologia 3204534
JUAN SANTA Gestion_operaciones 3185514
JUAN GONZALEZ Tecnologia 2017896
JUAN CUADROS Gestion_operaciones 4731640
JUAN MONCADA Tecnologia 3111382
JUAN SUESCUN Gestion_operaciones 3766175
JUAN RAMIREZ Tecnologia 1751217
JUAN NOVA Tecnologia 4820816
JUAN MEJ�A Gestion_operaciones 5291182
JUAN DUQUE Marketing 6744020
JUAN HIGUITA Finanzas 6577184
JUAN MOLANO Finanzas 1860864
JUAN AGUIRRE Gestion_Humana 3869467
JUAN PE�A Marketing 5182030
JUAN WILCHES Gestion_operaciones 1615026
JUAN PEREZ Gestion_Humana 1515061
JUAN GUERRA Gestion_operaciones 5214682
JUAN PEREZ Tecnologia 1875659
JUAN BETANCUR Marketing 4784582
JUAN BETANCUR Gestion_Humana 2823349
JUAN SALAZAR Tecnologia 2665088
JUAN RODRIGUEZ Finanzas 4672827
JUAN CARANGUAY Gestion_Humana 5623656
JUAN CASTRO Gestion_operaciones 6207923
JUAN TOBAR Gestion_operaciones 6956766
JUAN HURTADO Marketing 3448728
JUAN ALVAREZ Finanzas 3423499
JUAN MARULANDA Gestion_Humana 4274025
JUAN VANEGAS Gestion_Humana 3587190
JUAN VIRGUEZ Gestion_operaciones 4307921
JUAN GONZALEZ Tecnologia 3241958
JUAN MARRUGO Gestion_Humana 5152798
JUAN GALVIS Finanzas 1160154
JUAN PORTILLA Marketing 5820306
JUAN GOMEZ Gestion_operaciones 5204508
JUAN RENDON Marketing 5100477
JUAN BOLA�OS Marketing 3852047
JUAN GALLARDO Marketing 1343386
JUAN ARRIETA Tecnologia 6974755
JUAN VEGA Marketing 2710900
JUAN CONGIU Finanzas 2613570
JUAN BAENA Tecnologia 2804073
CAMILO NARANJO Tecnologia 4849119
CAMILO SANTA Marketing 5390076
CAMILO GONZALEZ Tecnologia 5086054
CAMILO CUADROS Marketing 4413629
CAMILO MONCADA Gestion_Humana 3673160
CAMILO SUESCUN Tecnologia 1517304
CAMILO RAMIREZ Finanzas 1724135
CAMILO NOVA Finanzas 1823175
CAMILO MEJ�A Gestion_Humana 4401574
CAMILO DUQUE Finanzas 2204272
CAMILO HIGUITA Marketing 3763353
CAMILO MOLANO Gestion_operaciones 5603532
CAMILO AGUIRRE Finanzas 5347217
CAMILO PE�A Finanzas 6157608
CAMILO WILCHES Gestion_operaciones 1337829
CAMILO PEREZ Marketing 1824109
CAMILO GUERRA Marketing 1848323
CAMILO PEREZ Marketing 4309807
CAMILO BETANCUR Gestion_operaciones 1594771
CAMILO BETANCUR Gestion_Humana 4676112
CAMILO SALAZAR Finanzas 5116503
CAMILO RODRIGUEZ Tecnologia 3185195
CAMILO CARANGUAY Tecnologia 6711274
CAMILO CASTRO Gestion_operaciones 6653228
CAMILO TOBAR Marketing 6235009
CAMILO HURTADO Finanzas 6035153
CAMILO ALVAREZ Gestion_Humana 6104110
CAMILO MARULANDA Marketing 2834519
CAMILO VANEGAS Finanzas 6232884
CAMILO VIRGUEZ Tecnologia 4610988
CAMILO GONZALEZ Tecnologia 3832470
CAMILO MARRUGO Tecnologia 2261366
CAMILO GALVIS Gestion_Humana 6304584
CAMILO PORTILLA Gestion_Humana 6609013
CAMILO GOMEZ Finanzas 2790684
CAMILO RENDON Gestion_Humana 3616065
CAMILO BOLA�OS Tecnologia 6520280
CAMILO GALLARDO Finanzas 2836249
CAMILO ARRIETA Tecnologia 4854030
CAMILO VEGA Finanzas 2202301
CAMILO CONGIU Marketing 3671700
CAMILO BAENA Marketing 3353061
JUAN NARANJO Finanzas 1824036
JUAN SANTA Tecnologia 6674379
JUAN GONZALEZ Marketing 3712434
JUAN CUADROS Gestion_Humana 5268479
JUAN MONCADA Tecnologia 1560995
JUAN SUESCUN Tecnologia 1885589
JUAN RAMIREZ Gestion_Humana 2036606
JUAN NOVA Gestion_operaciones 5649373
JUAN MEJ�A Finanzas 5300908
JUAN DUQUE Gestion_Humana 5850803
JUAN HIGUITA Tecnologia 1161713
JUAN MOLANO Tecnologia 1869176
JUAN AGUIRRE Gestion_Humana 3534553
JUAN PE�A Marketing 2281597
JUAN WILCHES Gestion_Humana 5320771
JUAN PEREZ Tecnologia 2352241
JUAN GUERRA Marketing 2931822
JUAN PEREZ Marketing 6793679
JUAN BETANCUR Finanzas 5696837
JUAN BETANCUR Marketing 6064976
JUAN SALAZAR Gestion_operaciones 2300969
JUAN RODRIGUEZ Gestion_Humana 1480366
JUAN CARANGUAY Gestion_Humana 3461052
JUAN CASTRO Gestion_operaciones 6244033
JUAN TOBAR Gestion_operaciones 5080687
JUAN HURTADO Gestion_Humana 4285574
JUAN ALVAREZ Gestion_operaciones 4079074
JUAN MARULANDA Finanzas 1822919
JUAN VANEGAS Finanzas 4300792
JUAN VIRGUEZ Tecnologia 4574424
JUAN GONZALEZ Gestion_Humana 5645815
JUAN MARRUGO Gestion_Humana 6518494
JUAN GALVIS Gestion_operaciones 3708571
JUAN PORTILLA Tecnologia 2669072
JUAN GOMEZ Marketing 6778251
JUAN RENDON Tecnologia 1813834
JUAN BOLA�OS Gestion_operaciones 3809870
JUAN GALLARDO Finanzas 3038829
JUAN ARRIETA Tecnologia 4952031
JUAN VEGA Tecnologia 5629213
JUAN CONGIU Gestion_operaciones 3932943
JUAN BAENA Marketing 5255523
JOSE NARANJO Tecnologia 5039594
JOSE SANTA Tecnologia 1842788
JOSE GONZALEZ Marketing 1911298
JOSE CUADROS Finanzas 3002057
JOSE MONCADA Finanzas 3962351
JOSE SUESCUN Gestion_Humana 1424802
JOSE RAMIREZ Tecnologia 2557545
JOSE NOVA Gestion_operaciones 5937521
JOSE MEJ�A Marketing 4761203
JOSE DUQUE Gestion_Humana 2823831
JOSE HIGUITA Gestion_Humana 4601557
JOSE MOLANO Gestion_Humana 1760838
JOSE AGUIRRE Tecnologia 3861867
JOSE PE�A Tecnologia 3648424
JOSE WILCHES Finanzas 3720198
JOSE PEREZ Finanzas 5784443
JOSE GUERRA Gestion_operaciones 5343870
JOSE PEREZ Finanzas 2850459
JOSE BETANCUR Gestion_operaciones 5966607
JOSE BETANCUR Finanzas 4264256
JOSE SALAZAR Tecnologia 4714045
JOSE RODRIGUEZ Finanzas 3284662
JOSE CARANGUAY Gestion_operaciones 3141677
JOSE CASTRO Marketing 4160512
JOSE TOBAR Gestion_operaciones 4753228
JOSE HURTADO Marketing 1818151
JOSE ALVAREZ Marketing 5103050
JOSE MARULANDA Marketing 4346202
JOSE VANEGAS Finanzas 6299480
JOSE VIRGUEZ Finanzas 6055705
JOSE GONZALEZ Finanzas 3728075
JOSE MARRUGO Marketing 5341911
JOSE GALVIS Finanzas 2057602
JOSE PORTILLA Gestion_operaciones 3164927
JOSE GOMEZ Gestion_operaciones 1846357
JOSE RENDON Tecnologia 3787242
JOSE BOLA�OS Tecnologia 1838938
JOSE GALLARDO Tecnologia 3193587
JOSE ARRIETA Gestion_operaciones 4531917
JOSE VEGA Finanzas 1455286
JOSE CONGIU Gestion_operaciones 4499157
JOSE BAENA Tecnologia 2361433
MARIA NARANJO Gestion_Humana 6837608
MARIA SANTA Tecnologia 5338357
MARIA GONZALEZ Finanzas 1331716
MARIA CUADROS Gestion_operaciones 5993535
MARIA MONCADA Marketing 5913386
MARIA SUESCUN Tecnologia 4105307
MARIA RAMIREZ Finanzas 2625176
MARIA NOVA Tecnologia 6771577
MARIA MEJ�A Tecnologia 2069831
MARIA DUQUE Gestion_operaciones 1297228
MARIA HIGUITA Tecnologia 2326920
MARIA MOLANO Marketing 1265796
MARIA AGUIRRE Marketing 4171602
MARIA PE�A Marketing 2815086
MARIA WILCHES Tecnologia 3494398
MARIA PEREZ Gestion_Humana 5548214
MARIA GUERRA Gestion_Humana 2727853
MARIA PEREZ Gestion_Humana 6375559
MARIA BETANCUR Marketing 2179745
MARIA BETANCUR Marketing 2699983
MARIA SALAZAR Tecnologia 3969328
MARIA RODRIGUEZ Marketing 3315590
MARIA CARANGUAY Gestion_operaciones 6340933
MARIA CASTRO Finanzas 3307918
MARIA TOBAR Gestion_operaciones 6598267
MARIA HURTADO Tecnologia 4246992
MARIA ALVAREZ Finanzas 1382763
MARIA MARULANDA Finanzas 4876348
MARIA VANEGAS Tecnologia 2760539
MARIA VIRGUEZ Marketing 1713046
MARIA GONZALEZ Marketing 3016602
MARIA MARRUGO Tecnologia 1351872
MARIA GALVIS Gestion_Humana 3343928
MARIA PORTILLA Gestion_Humana 3213287
MARIA GOMEZ Tecnologia 5308399
MARIA RENDON Tecnologia 2350757
MARIA BOLA�OS Tecnologia 2067848
MARIA GALLARDO Gestion_operaciones 1946384
MARIA ARRIETA Gestion_operaciones 4334821
MARIA VEGA Tecnologia 3943751
MARIA CONGIU Marketing 4074757
MARIA BAENA Gestion_Humana 4749488
DEL NARANJO Marketing 3037155
DEL SANTA Finanzas 6667766
DEL GONZALEZ Gestion_Humana 2320180
DEL CUADROS Marketing 5499320
DEL MONCADA Gestion_Humana 4110283
DEL SUESCUN Finanzas 3299987
DEL RAMIREZ Marketing 4630712
DEL NOVA Gestion_Humana 3063299
DEL MEJ�A Finanzas 3152229
DEL DUQUE Gestion_Humana 1333597
DEL HIGUITA Gestion_operaciones 5921917
DEL MOLANO Gestion_Humana 6269172
DEL AGUIRRE Gestion_operaciones 3952744
DEL PE�A Finanzas 6946435
DEL WILCHES Finanzas 6537703
DEL PEREZ Finanzas 5642047
DEL GUERRA Tecnologia 1817135
DEL PEREZ Finanzas 5723006
DEL BETANCUR Gestion_operaciones 2681191
DEL BETANCUR Gestion_operaciones 2564959
DEL SALAZAR Finanzas 2222216
DEL RODRIGUEZ Gestion_Humana 4614625
DEL CARANGUAY Gestion_Humana 1821537
DEL CASTRO Marketing 5729115
DEL TOBAR Finanzas 4462281
DEL HURTADO Gestion_Humana 6303803
DEL ALVAREZ Finanzas 1915733
DEL MARULANDA Finanzas 3976272
DEL VANEGAS Gestion_operaciones 4915378
DEL VIRGUEZ Finanzas 6505100
DEL GONZALEZ Finanzas 5296697
DEL MARRUGO Gestion_Humana 5313833
DEL GALVIS Marketing 3571771
DEL PORTILLA Gestion_operaciones 5190904
DEL GOMEZ Finanzas 5886045
DEL RENDON Tecnologia 3516696
DEL BOLA�OS Finanzas 3675234
DEL GALLARDO Gestion_Humana 3302075
DEL ARRIETA Gestion_operaciones 4828803
DEL VEGA Marketing 2808555
DEL CONGIU Gestion_Humana 3295490
DEL BAENA Gestion_Humana 3842120
ROSARIO NARANJO Gestion_operaciones 6660556
ROSARIO SANTA Gestion_Humana 3223023
ROSARIO GONZALEZ Gestion_operaciones 5362304
ROSARIO CUADROS Tecnologia 4263824
ROSARIO MONCADA Tecnologia 5273272
ROSARIO SUESCUN Tecnologia 5017362
ROSARIO RAMIREZ Gestion_Humana 2400400
ROSARIO NOVA Gestion_Humana 5041170
ROSARIO MEJ�A Finanzas 4298265
ROSARIO DUQUE Gestion_Humana 4430574
ROSARIO HIGUITA Gestion_Humana 2883733
ROSARIO MOLANO Finanzas 5664545
ROSARIO AGUIRRE Gestion_operaciones 3375565
ROSARIO PE�A Gestion_operaciones 5042450
ROSARIO WILCHES Gestion_operaciones 3978672
ROSARIO PEREZ Gestion_operaciones 2507754
ROSARIO GUERRA Gestion_operaciones 5487752
ROSARIO PEREZ Marketing 6236967
ROSARIO BETANCUR Gestion_Humana 3004014
ROSARIO BETANCUR Gestion_Humana 4955851
ROSARIO SALAZAR Tecnologia 3728403
ROSARIO RODRIGUEZ Tecnologia 1708971
ROSARIO CARANGUAY Marketing 6144559
ROSARIO CASTRO Finanzas 1422929
ROSARIO TOBAR Gestion_Humana 3174411
ROSARIO HURTADO Gestion_operaciones 4238279
ROSARIO ALVAREZ Gestion_operaciones 4293217
ROSARIO MARULANDA Gestion_Humana 1353881
ROSARIO VANEGAS Tecnologia 5618209
ROSARIO VIRGUEZ Gestion_Humana 5422393
ROSARIO GONZALEZ Tecnologia 4400898
ROSARIO MARRUGO Tecnologia 1550936
ROSARIO GALVIS Marketing 6634014
ROSARIO PORTILLA Finanzas 2044824
ROSARIO GOMEZ Finanzas 3678333
ROSARIO RENDON Gestion_Humana 5340848
ROSARIO BOLA�OS Tecnologia 3105217
ROSARIO GALLARDO Marketing 6206947
ROSARIO ARRIETA Finanzas 1396944
ROSARIO VEGA Gestion_operaciones 1617807
ROSARIO CONGIU Finanzas 2850375
ROSARIO BAENA Finanzas 4201031
MARLON NARANJO Gestion_operaciones 1594381
MARLON SANTA Finanzas 4523255
MARLON GONZALEZ Gestion_Humana 1390223
MARLON CUADROS Finanzas 3616295
MARLON MONCADA Gestion_operaciones 4898045
MARLON SUESCUN Gestion_Humana 5564530
MARLON RAMIREZ Gestion_Humana 6549219
MARLON NOVA Gestion_Humana 3323238
MARLON MEJ�A Marketing 6428760
MARLON DUQUE Gestion_operaciones 3381863
MARLON HIGUITA Tecnologia 5053581
MARLON MOLANO Gestion_Humana 4338901
MARLON AGUIRRE Tecnologia 2273082
MARLON PE�A Marketing 4425820
MARLON WILCHES Gestion_operaciones 3603803
MARLON PEREZ Finanzas 6297559
MARLON GUERRA Gestion_Humana 5930752
MARLON PEREZ Finanzas 5251507
MARLON BETANCUR Marketing 3773818
MARLON BETANCUR Gestion_operaciones 4866531
MARLON SALAZAR Tecnologia 5532095
MARLON RODRIGUEZ Gestion_operaciones 4120424
MARLON CARANGUAY Marketing 4882294
MARLON CASTRO Tecnologia 3114498
MARLON TOBAR Gestion_Humana 6187711
MARLON HURTADO Tecnologia 2971950
MARLON ALVAREZ Gestion_Humana 1594004
MARLON MARULANDA Tecnologia 5832790
MARLON VANEGAS Finanzas 6922623
MARLON VIRGUEZ Gestion_operaciones 6316471
MARLON GONZALEZ Gestion_operaciones 4857420
MARLON MARRUGO Tecnologia 2141806
MARLON GALVIS Gestion_Humana 3481328
MARLON PORTILLA Gestion_Humana 1175235
MARLON GOMEZ Finanzas 4331111
MARLON RENDON Gestion_Humana 4640460
MARLON BOLA�OS Gestion_operaciones 6512093
MARLON GALLARDO Tecnologia 4730344
MARLON ARRIETA Tecnologia 6103910
MARLON VEGA Marketing 2112364
MARLON CONGIU Tecnologia 5408621
MARLON BAENA Marketing 1706894
ANDRES NARANJO Gestion_Humana 4772275
ANDRES SANTA Tecnologia 1238201
ANDRES GONZALEZ Gestion_Humana 3129834
ANDRES CUADROS Marketing 4391967
ANDRES MONCADA Gestion_operaciones 3304692
ANDRES SUESCUN Gestion_operaciones 6345591
ANDRES RAMIREZ Tecnologia 2775726
ANDRES NOVA Marketing 4699586
ANDRES MEJ�A Tecnologia 4444503
ANDRES DUQUE Gestion_Humana 3042119
ANDRES HIGUITA Marketing 5857730
ANDRES MOLANO Tecnologia 4323447
ANDRES AGUIRRE Tecnologia 6478966
ANDRES PE�A Marketing 3674654
ANDRES WILCHES Tecnologia 3317573
ANDRES PEREZ Tecnologia 3323354
ANDRES GUERRA Gestion_Humana 6782308
ANDRES PEREZ Gestion_Humana 3724333
ANDRES BETANCUR Marketing 3956206
ANDRES BETANCUR Finanzas 2820628
ANDRES SALAZAR Marketing 3132375
ANDRES RODRIGUEZ Marketing 3510324
ANDRES CARANGUAY Gestion_Humana 2455944
ANDRES CASTRO Tecnologia 1752694
ANDRES TOBAR Gestion_operaciones 6262656
ANDRES HURTADO Tecnologia 3604885
ANDRES ALVAREZ Tecnologia 6005038
ANDRES MARULANDA Marketing 1812192
ANDRES VANEGAS Gestion_Humana 3154011
ANDRES VIRGUEZ Finanzas 4663858
ANDRES GONZALEZ Gestion_operaciones 3064609
ANDRES MARRUGO Tecnologia 4701125
ANDRES GALVIS Tecnologia 4110990
ANDRES PORTILLA Marketing 4258161
ANDRES GOMEZ Finanzas 1970540
ANDRES RENDON Marketing 4577548
ANDRES BOLA�OS Gestion_Humana 2211699
ANDRES GALLARDO Gestion_operaciones 5979609
ANDRES ARRIETA Tecnologia 2237597
ANDRES VEGA Gestion_Humana 6673457
ANDRES CONGIU Gestion_operaciones 3719423
ANDRES BAENA Gestion_operaciones 5627702
NICOLAS NARANJO Gestion_operaciones 3265924
NICOLAS SANTA Gestion_operaciones 1499412
NICOLAS GONZALEZ Finanzas 6390454
